"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.60129032788938e-27,26,184,31.6978900255754,"STITCH staurosporine(CID100005279)","HTTPS://GENESETDB.AUCKLAND.AC.NZ"," CDK4  PIM2  CSK  CTSL  AKT1  FGFR1  XIAP  IGF1R  IKBKB  ITK  JAK3  LCK  IRAK4  PDGFRA  PIM1  PRKCB  PRKCI  RAF1  BCL2  RET  RPS6KB1  SRC  TEK  TTK  CASP3  CCNB1"
2.60129032788938e-27,34,470,16.2276595744681,"GO:0004712 protein serine/threonine/tyrosine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004712"," TTK  RPS6KB1  AKT1  CSNK2A2  FGFR1  ABL1  CSNK2A1  PIM2  CSK  IKBKB  JAK3  ITK  PDGFRB  TEK  PAK4  RAF1  PDGFRA  CDK4  BLK  PIM1  IGF1R  PRKCI  RET  WEE1  PRKCB  CDK1  YES1  AURKB  LCK  EPHB4  SRC  IRAK4  PIM3  LYN"
3.53595985586086e-27,34,480,15.8895833333333,"Protein kinase domain","HTTPS://MAAYANLAB.CLOUD/ENRICHR"," TEK  AKT1  PRKCI  PRKCB  LYN  ITK  RET  CSNK2A2  CSNK2A1  IKBKB  JAK3  BLK  PIM2  PIM1  PIM3  ABL1  CDK4  CDK1  LCK  SRC  TTK  CSK  EPHB4  YES1  PDGFRB  PDGFRA  RAF1  AURKB  PAK4  FGFR1  IGF1R  IRAK4  WEE1  RPS6KB1"
2.61724775060347e-23,34,632,12.0680379746835,"GO:0004672 protein kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004672"," ABL1  IKBKB  AKT1  PRKCB  YES1  AURKB  LCK  SRC  IRAK4  LYN  CSNK2A2  FGFR1  CSNK2A1  PIM2  CSK  JAK3  RPS6KB1  TTK  ITK  PDGFRB  TEK  PAK4  RAF1  PDGFRA  CDK4  BLK  PIM1  IGF1R  PRKCI  RET  WEE1  CDK1  EPHB4  PIM3"
5.62796981907786e-23,18,71,56.870753935377,"Ponatinib","HTTP://CTDBASE.ORG/"," ABL1  AKT1  BCL2  BLK  CASP3  CDK4  CSK  EPHB4  FGFR1  JAK3  LCK  LYN  PDGFRA  PDGFRB  RET  SRC  TEK  YES1"
2.55161142511241e-22,47,1684,6.26081109403381,"GO:0006468 protein phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006468"," CSNK2A2  CSNK2A1  PIM2  IKBKB  JAK3  RPS6KB1  TTK  ITK  PAK4  CCNB1  CDK4  PIM1  AKT1  PRKCI  PRKCB  CDK1  PIM3  AURKB  SRC  FGFR1  ABL1  PDGFRB  TEK  RAF1  PDGFRA  BLK  IGF1R  LCK  EPHB4  TLR7  LYN  PSEN1  TLR8  CSK  PTPN22  CASP3  RET  WEE1  NOD2  BDKRB2  BCL2  YES1  IRAK4  ADRB2  CHRNA3  SLC8A1  PIK3CD"
2.55161142511241e-22,35,748,10.4964218307644,"GO:0016773 phosphotransferase activity alcohol group as acceptor "," http://amigo.geneontology.org/amigo/term/GO:0016773"," ABL1  IKBKB  AKT1  PRKCB  YES1  AURKB  LCK  SRC  IRAK4  LYN  CSNK2A2  FGFR1  CSNK2A1  PIM2  CSK  JAK3  RPS6KB1  TTK  ITK  PDGFRB  TEK  PAK4  RAF1  PDGFRA  CDK4  BLK  PIM1  IGF1R  PRKCI  RET  WEE1  CDK1  PIK3CD  EPHB4  PIM3"
3.04221620004584e-22,61,3269,4.18590862469185,"GO:0010033 response to organic substance "," http://amigo.geneontology.org/amigo/term/GO:0010033"," IKBKB  JAK3  RPS6KB1  THRA  IGF1R  THRB  NOD2  HTR1F  SRC  IRAK4  HDAC1  FGFR1  XIAP  PDGFRB  PTPN22  PDGFRA  HCN4  AKT1  CACNA1B  CASP3  HCN1  BCL2  BAD  MAOB  ABL1  CSK  GNRHR  BIRC2  LTA4H  BCHE  CNR1  AVPR2  PAK4  RAF1  CDK4  CHRNB2  NCSTN  PRKCI  GRM2  AVPR1A  PRKCB  ADRB2  TACR3  CDK1  YES1  OXTR  SLC8A1  CXCR3  TRPV1  PIM3  LYN  CTSL  PSEN1  PIK3CD  NOD1  PIM1  ACKR3  RET  CHRNA3  BIRC3  MBTPS1"
1.100913083922e-21,47,1752,6.01781157668547,"GO:1901700 response to oxygen-containing compound "," http://amigo.geneontology.org/amigo/term/GO:1901700"," JAK3  RPS6KB1  IGF1R  NOD2  HTR1F  ABL1  PTPN22  PDGFRA  EGLN1  HCN4  CACNA1B  HCN1  SLC8A1  BAD  MAOB  CSK  GNRHR  BIRC2  LTA4H  PDGFRB  BCHE  CNR1  RAF1  CDK4  AKT1  CHRNB2  NCSTN  PRKCI  GRM2  CASP3  AVPR1A  PRKCB  ADRB2  TACR3  CDK1  BCL2  YES1  OXTR  TRPV1  SRC  PIM3  LYN  PSEN1  NOD1  PIM1  RET  CHRNA3"
2.75306225710812e-21,49,1994,5.51246386217476,"GO:0016310 phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0016310"," CSNK2A2  FGFR1  CSNK2A1  PIM2  IKBKB  JAK3  RPS6KB1  TTK  ITK  PDGFRB  TEK  PAK4  CCNB1  PDGFRA  CDK4  PIM1  IGF1R  AKT1  PRKCI  RET  PRKCB  CDK1  EPHB4  PIM3  AURKB  SRC  PSEN1  ABL1  RAF1  BLK  PIK3CD  LCK  TLR7  LYN  BAD  TLR8  CSK  CCKBR  PTPN22  CASP3  WEE1  NOD2  BDKRB2  BCL2  YES1  IRAK4  ADRB2  CHRNA3  SLC8A1"
5.26808977141252e-21,62,3602,3.86120455955842,"GO:0010646 regulation of cell communication "," http://amigo.geneontology.org/amigo/term/GO:0010646"," XIAP  CSK  TEK  PAK4  PTPN22  BLK  IGF1R  GRM2  NOD2  BCL2  SRC  IRAK4  LYN  HDAC1  HCN4  HCN1  AURKB  FGFR1  NOD1  THRA  RAF1  CACNA1B  THRB  RET  ADRB2  TLR7  AVPR1B  BAD  PSEN1  ABL1  RPS6KB1  BIRC2  PDGFRB  BCHE  CNR1  PDGFRA  CDK4  EGLN1  AKT1  ACKR3  NCSTN  TERT  AVPR1A  PRKCB  BDKRB2  OXTR  MAOA  PIM3  PIK3CD  CSNK2A1  IKBKB  CCNB1  LCK  CHRNA3  PIM2  CHRNB2  BIRC3  CSNK2A2  JAK3  TTK  PRKCI  SLC8A1"
5.46475688818132e-21,70,4821,3.25713483900094,"GO:0042221 response to chemical "," http://amigo.geneontology.org/amigo/term/GO:0042221"," BAD  IKBKB  JAK3  RPS6KB1  PDGFRB  THRA  EGLN1  IGF1R  ACKR3  THRB  NOD2  HTR1F  CXCR3  EPHB4  SRC  IRAK4  HDAC1  FGFR1  ABL1  XIAP  ABCG2  PTPN22  PDGFRA  HCN4  AKT1  CACNA1B  CHRNB2  CASP3  HCN1  BCL2  LCK  SLC8A1  SCN5A  MAOB  AHCY  CSK  GNRHR  BIRC2  LTA4H  BCHE  CNR1  AVPR2  PAK4  RAF1  CDK4  NCSTN  PRKCI  GRM2  TERT  RET  AVPR1A  PRKCB  BDKRB2  ADRB2  SCN9A  TACR3  CDK1  PIK3CD  YES1  OXTR  TRPV1  PIM3  LYN  CTSL  PSEN1  CHRNA3  NOD1  PIM1  BIRC3  MBTPS1"
8.74442847812961e-21,35,849,9.24773089447793,"GO:0016301 kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0016301"," ABL1  IKBKB  AKT1  PRKCB  YES1  AURKB  LCK  SRC  IRAK4  LYN  CSNK2A2  FGFR1  CSNK2A1  PIM2  CSK  JAK3  RPS6KB1  TTK  ITK  PDGFRB  TEK  PAK4  RAF1  PDGFRA  CDK4  BLK  PIM1  IGF1R  PRKCI  RET  WEE1  CDK1  PIK3CD  EPHB4  PIM3"
1.06710861007779e-20,56,2872,4.37399639521547,"R-HSA-162582 Signal Transduction","HTTPS://REACTOME.ORG/PATHWAYBROWSER/#/R-HSA-162582"," BAD  BIRC3  CSNK2A2  FGFR1  PSEN1  ABL1  CSNK2A1  XIAP  CSK  IKBKB  JAK3  RPS6KB1  GNRHR  CCKBR  BIRC2  PDGFRB  HDAC1  APH1A  CNR1  TEK  AVPR2  PAK4  RAF1  PDGFRA  CDK4  APH1B  IGF1R  AKT1  PSEN2  ACKR3  NCSTN  PRKCI  GRM2  CASP3  TERT  RET  AVPR1A  PRKCB  BDKRB2  ADRB2  TACR3  CDK1  PIK3CD  BCL2  YES1  AURKB  HTR1F  OXTR  UTS2R  LCK  CXCR3  SRC  IRAK4  AVPR1B  PSENEN  LYN"
1.41297010923154e-20,37,1008,8.23409780578898,"GO:0016772 transferase activity transferring phosphorus-containing groups "," http://amigo.geneontology.org/amigo/term/GO:0016772"," ABL1  IKBKB  AKT1  PRKCB  YES1  AURKB  LCK  SRC  IRAK4  LYN  POLR1A  CSNK2A2  FGFR1  CSNK2A1  PIM2  CSK  JAK3  RPS6KB1  TTK  ITK  PDGFRB  TEK  PAK4  RAF1  PDGFRA  CDK4  BLK  PIM1  IGF1R  PRKCI  TERT  RET  WEE1  CDK1  PIK3CD  EPHB4  PIM3"
1.83128845349289e-20,39,1172,7.46469082513551,"GO:1901698 response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901698"," JAK3  RPS6KB1  NOD2  HTR1F  PTPN22  EGLN1  HCN4  CACNA1B  HCN1  BAD  ABL1  CSK  GNRHR  BIRC2  LTA4H  BCHE  CNR1  PDGFRA  CDK4  IGF1R  AKT1  CHRNB2  NCSTN  PRKCI  GRM2  CASP3  ADRB2  TACR3  CDK1  BCL2  OXTR  SLC8A1  TRPV1  SRC  LYN  PSEN1  NOD1  CHRNA3  PRKCB"
3.08122167598095e-20,56,2945,4.26557475282133,"GO:0032879 regulation of localization "," http://amigo.geneontology.org/amigo/term/GO:0032879"," CSNK2A2  CACNA1I  PDGFRB  TEK  BLK  TACR3  LYN  HDAC1  HCN4  HCN1  AURKB  FGFR1  CSK  PDGFRA  AKT1  TERT  RET  PRKCB  BCL2  SCN5A  AVPR1B  BAD  MAOB  PSEN1  ABL1  JAK3  RPS6KB1  CNR1  AVPR2  PTPN22  ACKR3  CACNA1B  PRKCI  GRM2  AVPR1A  NOD2  ADRB2  SCN9A  CDK1  YES1  OXTR  SLC8A1  CXCR3  TRPV1  SRC  PIM3  PIK3CD  POLR1A  PIM1  IGF1R  MBTPS1  PSEN2  CHRNA3  CHRNB2  LCK  RAF1"
3.23073848608836e-20,61,3615,3.78526564152632,"GO:0023051 regulation of signaling "," http://amigo.geneontology.org/amigo/term/GO:0023051"," XIAP  CSK  TEK  PAK4  PTPN22  BLK  IGF1R  GRM2  NOD2  BCL2  SRC  IRAK4  LYN  HDAC1  AURKB  FGFR1  NOD1  THRA  RAF1  CACNA1B  THRB  RET  ADRB2  TLR7  AVPR1B  BAD  PSEN1  ABL1  RPS6KB1  BIRC2  PDGFRB  BCHE  CNR1  PDGFRA  CDK4  EGLN1  AKT1  ACKR3  NCSTN  TERT  HCN1  AVPR1A  PRKCB  BDKRB2  OXTR  MAOA  PIM3  PIK3CD  CSNK2A1  IKBKB  CCNB1  LCK  CHRNA3  PIM2  CHRNB2  BIRC3  CSNK2A2  JAK3  TTK  PRKCI  SLC8A1"
