"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00581147100365943,2,71,58.5941101152369,"Path:hsa04520 Adherens junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04520 "," FER  FYN"
0.00581147100365943,2,68,61.1791443850267,"Path:hsa04664 Fc epsilon RI signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04664 "," FYN  LYN"
0.00581147100365943,2,70,59.4311688311688,"Path:hsa05120 Epithelial cell signaling in Helicobacter pylori infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05120 "," CSK  LYN"
0.00811096166171654,2,97,42.8884723523899,"Path:hsa04666 Fc gamma R-mediated phagocytosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04666 "," HCK  LYN"
0.0105528733583594,2,124,33.549853372434,"Path:hsa04611 Platelet activation","http://www.genome.jp/kegg-bin/show_pathway?hsa04611 "," FYN  LYN"
0.0181677782854899,2,191,21.7810566396954,"Path:hsa04062 Chemokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04062 "," HCK  LYN"
0.0181677782854899,2,194,21.4442361761949,"Path:hsa05167 Kaposi sarcoma-associated herpesvirus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05167 "," HCK  LYN"
0.0467678308959352,1,23,90.4387351778656,"Path:hsa00515 Mannose type O-glycan biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00515 "," LARGE1"
0.0577249498863631,1,32,65.0028409090909,"Path:hsa04136 Autophagy-other","http://www.genome.jp/kegg-bin/show_pathway?hsa04136 "," ATG4B"
0.0880161092252227,1,60,34.6681818181818,"Path:hsa04730 Long-term depression","http://www.genome.jp/kegg-bin/show_pathway?hsa04730 "," LYN"
0.0880161092252227,1,60,34.6681818181818,"Path:hsa05416 Viral myocarditis","http://www.genome.jp/kegg-bin/show_pathway?hsa05416 "," FYN"
0.0976200752726886,1,104,20.0008741258741,"Path:hsa04064 NF-kappa B signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04064 "," LYN"
0.0976200752726886,1,119,17.4797555385791,"Path:hsa04071 Sphingolipid signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04071 "," FYN"
0.0976200752726886,1,148,14.0546683046683,"Path:hsa04072 Phospholipase D signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04072 "," FYN"
0.0976200752726886,1,126,16.508658008658,"Path:hsa04110 Cell cycle","http://www.genome.jp/kegg-bin/show_pathway?hsa04110 "," CDC25C"
0.0976200752726886,1,131,15.8785565579459,"Path:hsa04114 Oocyte meiosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04114 "," CDC25C"
0.0976200752726886,1,141,14.752417794971,"Path:hsa04140 Autophagy-animal","http://www.genome.jp/kegg-bin/show_pathway?hsa04140 "," ATG4B"
0.0976200752726886,1,126,16.508658008658,"Path:hsa04380 Osteoclast differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04380 "," FYN"
0.0976200752726886,1,143,14.546090273363,"Path:hsa04550 Signaling pathways regulating pluripotency of stem cells","http://www.genome.jp/kegg-bin/show_pathway?hsa04550 "," KAT6A"
0.0976200752726886,1,130,16.0006993006993,"Path:hsa04650 Natural killer cell mediated cytotoxicity","http://www.genome.jp/kegg-bin/show_pathway?hsa04650 "," FYN"
0.0976200752726886,1,103,20.1950573698147,"Path:hsa04660 T cell receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04660 "," FYN"
0.0976200752726886,1,81,25.6801346801347,"Path:hsa04662 B cell receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04662 "," LYN"
0.0976200752726886,1,113,18.407884151247,"Path:hsa04725 Cholinergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04725 "," FYN"
0.0976200752726886,1,102,20.3930481283422,"Path:hsa04914 Progesterone-mediated oocyte maturation","http://www.genome.jp/kegg-bin/show_pathway?hsa04914 "," CDC25C"
0.107727391522544,1,181,11.4922149673531,"Path:hsa04360 Axon guidance","http://www.genome.jp/kegg-bin/show_pathway?hsa04360 "," FYN"
0.107727391522544,1,200,10.4004545454545,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," FYN"
0.107727391522544,1,197,10.5588371019843,"Path:hsa05130 Pathogenic Escherichia coli infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05130 "," FYN"
0.107727391522544,1,202,10.2974797479748,"Path:hsa05169 Epstein-Barr virus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05169 "," LYN"
0.107727391522544,1,210,9.9051948051948,"Path:hsa05170 Human immunodeficiency virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05170 "," CDC25C"
0.107727391522544,1,202,10.2974797479748,"Path:hsa05203 Viral carcinogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa05203 "," LYN"
0.107727391522544,1,214,9.72005097706032,"Path:hsa05417 Lipid and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05417 "," LYN"
0.131445922663486,1,273,7.61938061938062,"Path:hsa05020 Prion disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05020 "," FYN"
0.175053523952741,1,384,5.41690340909091,"Path:hsa05010 Alzheimer disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05010 "," ADAM10"
