GardID	Name	Synonym	Matched Term
GARD:0000180	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	Fechtner syndrome	syndrome
GARD:0000180	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	Sebastian syndrome	syndrome
GARD:0000181	Stargardt disease	Stargardt disease 1	disease
GARD:0000182	vitelliform macular dystrophy 2	Best disease	disease
GARD:0000193	Opitz G/BBB syndrome	Opitz syndrome	syndrome
GARD:0000193	Opitz G/BBB syndrome	G syndrome	syndrome
GARD:0000195	hyperkalemic periodic paralysis	familial hyperPP	familial
GARD:0000195	hyperkalemic periodic paralysis	Gamstorp disease	disease
GARD:0000195	hyperkalemic periodic paralysis	primary hyperPP	primary
GARD:0000206	nephronophthisis	nephronophthisis (disease)	disease
GARD:0000212	oculodental syndrome, rutherfurd type	Rutherfurd syndrome	syndrome
GARD:0000213	axial mesodermal dysplasia spectrum	blastogenesis defect	defect
GARD:0000215	familial caudal dysgenesis	sacral agenesis	agenesis
GARD:0000220	peripartum cardiomyopathy	Meadows' syndrome	syndrome
GARD:0000223	acoustic neuroma	acoustic tumour	acoustic
GARD:0000223	acoustic neuroma	neuroma, acoustic	acoustic
GARD:0000223	acoustic neuroma	acoustic neurilemmoma	acoustic
GARD:0000223	acoustic neuroma	acoustic schwannoma	acoustic
GARD:0000223	acoustic neuroma	acoustic tumor	acoustic
GARD:0000223	acoustic neuroma	acoustic tumor	tumor
GARD:0000223	acoustic neuroma	acoustic neurinoma	acoustic
GARD:0000223	acoustic neuroma	acoustic neurilemoma	acoustic
GARD:0000223	acoustic neuroma	neurilemoma, acoustic	acoustic
GARD:0000226	rabson-mendenhall syndrome	Mendenhall syndrome	syndrome
GARD:0000232	medullary sponge kidney	sponge kidney	kidney
GARD:0000237	Dahlberg-Borer-Newcomer syndrome	Dahlberg syndrome	syndrome
GARD:0000238	odontomatosis-aortae esophagus stenosis syndrome	boder syndrome	syndrome
GARD:0000250	Schwartz-Jampel syndrome	osteochondromuscular dystrophy	dystrophy
GARD:0000250	Schwartz-Jampel syndrome	burton syndrome	syndrome
GARD:0000250	Schwartz-Jampel syndrome	Aberfeld syndrome	syndrome
GARD:0000257	intellectual disability-balding-patella luxation-acromicria syndrome	scholte syndrome	syndrome
GARD:0000265	trichodental syndrome	kersey syndrome	syndrome
GARD:0000267	Keipert syndrome	nasodigitoacoustic syndrome	syndrome
GARD:0000269	ivic syndrome	oculootoradial syndrome	syndrome
GARD:0000282	lethal osteosclerotic bone dysplasia	raine syndrome	syndrome
GARD:0000287	acrofrontofacionasal dysostosis 2	Naguib syndrome	syndrome
GARD:0000288	hallermann-streiff syndrome	Hallermann syndrome	syndrome
GARD:0000288	hallermann-streiff syndrome	oculomandibulofacial syndrome	syndrome
GARD:0000298	hypergonadotropic hypogonadism-cataract syndrome	Lubinsky syndrome	syndrome
GARD:0000301	generalized resistance to thyroid hormone	Refetoff syndrome	syndrome
GARD:0000302	Kostmann syndrome	agranulocytosis infantile	infantile
GARD:0000302	Kostmann syndrome	agranulocytosis, infantile	infantile
GARD:0000302	Kostmann syndrome	Kostmann disease	disease
GARD:0000302	Kostmann syndrome	infantile agranulocytosis	infantile
GARD:0000304	Blau syndrome	Jabs syndrome	syndrome
GARD:0000306	camptodactyly-arthropathy-coxa vara-pericarditis syndrome	Jacobs syndrome	syndrome
GARD:0000307	Jacobsen syndrome	Del(11)(qter)	del
GARD:0000312	Robinow syndrome	Robinow dwarfism	dwarfism
GARD:0000314	saccharopinuria	hyperlysinemia, type 2	type
GARD:0000319	sacrococcygeal teratoma	presacral teratoma	teratoma
GARD:0000321	nail-patella-like renal disease	Salcedo syndrome	syndrome
GARD:0000328	wandering spleen	drifting spleen	spleen
GARD:0000328	wandering spleen	floating spleen	spleen
GARD:0000328	wandering spleen	spleen, drifting	spleen
GARD:0000328	wandering spleen	spleen, displaced	spleen
GARD:0000328	wandering spleen	spleen, floating	spleen
GARD:0000328	wandering spleen	spleen, wandering	spleen
GARD:0000328	wandering spleen	ptosis, splenic	splenic
GARD:0000328	wandering spleen	splenic Ptoses	splenic
GARD:0000328	wandering spleen	splenic ptosis	splenic
GARD:0000328	wandering spleen	displaced spleen	spleen
GARD:0000328	wandering spleen	Ptoses, splenic	splenic
GARD:0000329	Wells syndrome	Wells' syndrome	syndrome
GARD:0000329	Wells syndrome	eosinophilic cellulitis	eosinophilic
GARD:0000336	hereditary spastic paraplegia 23	Lison syndrome	syndrome
GARD:0000336	hereditary spastic paraplegia 23	spastic paraplegia 23	spastic
GARD:0000336	hereditary spastic paraplegia 23	spastic paraplegia 23	paraplegia
GARD:0000343	pontocerebellar hypoplasia type 4	olivopontocerebellar hypoplasia	hypoplasia
GARD:0000358	Pallister-W syndrome	W syndrome	syndrome
GARD:0000359	cranioectodermal dysplasia	Levin syndrome	syndrome
GARD:0000359	cranioectodermal dysplasia	Sensenbrenner syndrome	syndrome
GARD:0000361	acalvaria	primary acalvaria	primary
GARD:0000363	acatalasia	catalase deficiency	deficiency
GARD:0000364	arrhinia	isolated arrhinia	isolated
GARD:0000364	arrhinia	Nose agenesis	agenesis
GARD:0000368	laryngo-onycho-cutaneous syndrome	logic syndrome	syndrome
GARD:0000368	laryngo-onycho-cutaneous syndrome	Shabbir syndrome	syndrome
GARD:0000369	choroideremia-deafness-obesity syndrome	Ayazi syndrome	syndrome
GARD:0000375	cleft lip/palate-ectodermal dysplasia syndrome	orofacial cleft 7	cleft
GARD:0000375	cleft lip/palate-ectodermal dysplasia syndrome	Zlotogora syndrome	syndrome
GARD:0000378	Johnson neuroectodermal syndrome	Aadh syndrome	syndrome
GARD:0000379	renal tubular dysgenesis	renotubular dysgenesis	dysgenesis
GARD:0000381	arachnodactyly-abnormal ossification-intellectual disability syndrome	Kosztolanyi syndrome	syndrome
GARD:0000384	adult syndrome	acrodermatounguallacrimaltooth syndrome	syndrome
GARD:0000385	Zimmermann-Laband syndrome	Laband syndrome	syndrome
GARD:0000390	autosomal dominant osteosclerosis, worth type	Worth syndrome	syndrome
GARD:0000394	radioulnar synostosis-microcephaly-scoliosis syndrome	Tsukahara syndrome	syndrome
GARD:0000396	tularemia	Ohara disease	disease
GARD:0000396	tularemia	lemming fever	fever
GARD:0000396	tularemia	rabbit fever	fever
GARD:0000396	tularemia	Deerfly fever	fever
GARD:0000405	subaortic stenosis-short stature syndrome	Onat syndrome	syndrome
GARD:0000408	short stature due to growth hormone qualitative anomaly	kowarski syndrome	syndrome
GARD:0000409	pachygyria-intellectual disability-epilepsy syndrome	Kuzniecky syndrome	syndrome
GARD:0000414	bamforth-lazarus syndrome	Bamforth syndrome	syndrome
GARD:0000418	pentosuria	essential pentosuria	essential
GARD:0000420	mismatch repair cancer syndrome 1	turcot syndrome	syndrome
GARD:0000424	XK aprosencephaly	aprosencephaly syndrome	syndrome
GARD:0000424	XK aprosencephaly	Xk syndrome	syndrome
GARD:0000425	tufted angioma	tufted hemangioma	hemangioma
GARD:0000425	tufted angioma	angioma tufted	angioma
GARD:0000425	tufted angioma	angioma, tufted	angioma
GARD:0000427	ptosis-vocal cord paralysis syndrome	tucker syndrome	syndrome
GARD:0000429	amniotic band syndrome	Streeter dysplasia	dysplasia
GARD:0000429	amniotic band syndrome	amputation, congenital	congenital
GARD:0000429	amniotic band syndrome	Streeter anomaly	anomaly
GARD:0000429	amniotic band syndrome	Adam syndrome	syndrome
GARD:0000431	microtia	microtias, congenital	congenital
GARD:0000431	microtia	congenital microtias	congenital
GARD:0000431	microtia	microtia, congenital	congenital
GARD:0000433	apparent mineralocorticoid excess	Ulick syndrome	syndrome
GARD:0000438	autosomal recessive limb-girdle muscular dystrophy type 2d	primary adhalinopathy	primary
GARD:0000438	autosomal recessive limb-girdle muscular dystrophy type 2d	Adhalinopathy, primary	primary
GARD:0000456	achalasia microcephaly syndrome	achalasia microcephaly	microcephaly
GARD:0000457	triple-a syndrome	Allgrove syndrome	syndrome
GARD:0000475	acquired prothrombin deficiency	hypoprothrombinemia, acquired	acquired
GARD:0000475	acquired prothrombin deficiency	acquired hypoprothrombinemia	acquired
GARD:0000476	acquired ichthyosis	ichthyosis acquisita	ichthyosis
GARD:0000476	acquired ichthyosis	ichthyosis, acquired	ichthyosis
GARD:0000476	acquired ichthyosis	ichthyosis, acquired	acquired
GARD:0000498	Nager acrofacial dysostosis	nager syndrome	syndrome
GARD:0000498	Nager acrofacial dysostosis	preaxial acrodysostosis	preaxial
GARD:0000506	acromesomelic dysplasia 2C, Hunter-Thompson type	acromesomelic dwarfism	dwarfism
GARD:0000508	Acroosteolysis dominant type	Cheney syndrome	syndrome
GARD:0000512	Acropectorovertebral dysplasia	F syndrome	syndrome
GARD:0000519	idiopathic acute eosinophilic pneumonia	Loffler syndrome	syndrome
GARD:0000519	idiopathic acute eosinophilic pneumonia	Loeffler syndrome	syndrome
GARD:0000522	acute lymphoblastic leukemia	lymphoblastic leukemia	leukemia
GARD:0000524	acute megakaryoblastic leukemia	megakaryocytic leukemia	leukemia
GARD:0000524	acute megakaryoblastic leukemia	thrombocytic leukemia	leukemia
GARD:0000525	acute monocytic leukemia	monocytic leukemia	leukemia
GARD:0000538	acute promyelocytic leukemia	promyelocytic leukemia	leukemia
GARD:0000540	medium chain acyl-coa dehydrogenase deficiency	Mcadh deficiency	deficiency
GARD:0000550	adenylosuccinate lyase deficiency	adenylosuccinase deficiency	deficiency
GARD:0000550	adenylosuccinate lyase deficiency	adsl deficiency	deficiency
GARD:0000558	adrenal cortex carcinoma	adrenocortical carcinoma	adrenocortical
GARD:0000558	adrenal cortex carcinoma	adrenocortical carcinoma	carcinoma
GARD:0000558	adrenal cortex carcinoma	adrenocortical cancer	adrenocortical
GARD:0000558	adrenal cortex carcinoma	adrenocortical cancer	cancer
GARD:0000575	Aicardi-Goutieres syndrome	pseudotoxoplasmosis syndrome	syndrome
GARD:0000575	Aicardi-Goutieres syndrome	Cree encephalitis	encephalitis
GARD:0000589	albinism-hearing loss syndrome	Woolf syndrome	syndrome
GARD:0000594	oculocutaneous albinism type 1b	Yellow albinism	albinism
GARD:0000600	glycogen storage disease due to aldolase a deficiency	glycogenosis type 12	type
GARD:0000600	glycogen storage disease due to aldolase a deficiency	Aldoa deficiency	deficiency
GARD:0000602	allergic bronchopulmonary aspergillosis	allergic aspergillosis	allergic
GARD:0000607	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	Shokeir syndrome	syndrome
GARD:0000612	alopecia - intellectual disability syndrome	Amr syndrome	syndrome
GARD:0000614	alopecia universalis congenita	alopecia universalis	alopecia
GARD:0000614	alopecia universalis congenita	atrichia, generalized	generalized
GARD:0000621	alpha thalassemia spectrum	alpha thalassaemia	alpha
GARD:0000621	alpha thalassemia spectrum	thalassemia, alpha-	alpha
GARD:0000621	alpha thalassemia spectrum	thalassemias, alpha-	alpha
GARD:0000654	encephalopathy due to beta-mercaptolactate-cysteine disulfiduria	Ampola syndrome	syndrome
GARD:0000654	encephalopathy due to beta-mercaptolactate-cysteine disulfiduria	disulfiduria, mixed	mixed
GARD:0000693	anisakiasis	Anisakis infection	infection
GARD:0000693	anisakiasis	Pseudoterranova infection	infection
GARD:0000713	matthew-wood syndrome	microphthalmia syndromic 9	microphthalmia
GARD:0000713	matthew-wood syndrome	microphthalmia syndromic 9	syndromic
GARD:0000713	matthew-wood syndrome	spear syndrome	syndrome
GARD:0000713	matthew-wood syndrome	microphthalmia, syndromic 9	microphthalmia
GARD:0000713	matthew-wood syndrome	microphthalmia, syndromic 9	syndromic
GARD:0000722	microphthalmia with limb anomalies	ophthalmoacromelic syndrome	syndrome
GARD:0000731	alpha-2-plasmin inhibitor deficiency	antiplasmin deficiency	deficiency
GARD:0000770	aromatic l-amino acid decarboxylase deficiency	aadc deficiency	deficiency
GARD:0000777	arthrogryposis multiplex congenita	congenital amyoplasia	congenital
GARD:0000777	arthrogryposis multiplex congenita	Otto syndrome	syndrome
GARD:0000777	arthrogryposis multiplex congenita	congenital arthromyodysplasia	congenital
GARD:0000777	arthrogryposis multiplex congenita	Rossi syndrome	syndrome
GARD:0000792	arthrogryposis multiplex congenita-whistling face syndrome	illum syndrome	syndrome
GARD:0000804	Alagille syndrome	Cardiovertebral syndrome	syndrome
GARD:0000804	Alagille syndrome	Arteriohepatic dysplasia	dysplasia
GARD:0000804	Alagille syndrome	Hepatofacioneurocardiovertebral syndrome	syndrome
GARD:0000809	balantidiasis	Human balantidiasis	human
GARD:0000816	orofaciodigital syndrome iv	orofaciodigital syndrome 4	syndrome
GARD:0000824	MHC class II deficiency	Bls, type 2	type
GARD:0000835	congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	Bassoe syndrome	syndrome
GARD:0000838	bazex-dupre-christol syndrome	Bazex syndrome	syndrome
GARD:0000842	diffuse idiopathic skeletal hyperostosis	Forestier disease	disease
GARD:0000844	myotonia congenita, autosomal recessive	myotonia, generalised	myotonia
GARD:0000844	myotonia congenita, autosomal recessive	Becker disease	disease
GARD:0000844	myotonia congenita, autosomal recessive	myotonia, generalized	myotonia
GARD:0000844	myotonia congenita, autosomal recessive	myotonia, generalized	generalized
GARD:0000848	Behcet disease	Bechet syndrome	syndrome
GARD:0000848	Behcet disease	Behcet syndrome	syndrome
GARD:0000863	IgA glomerulonephritis	focal glomerulonephritis	glomerulonephritis
GARD:0000863	IgA glomerulonephritis	segmental glomerulonephritis	glomerulonephritis
GARD:0000867	chronic beryllium disease	chronic berylliosis	chronic
GARD:0000867	chronic beryllium disease	acute berylliosis	acute
GARD:0000867	chronic beryllium disease	beryllium disease	disease
GARD:0000871	beta thalassemia	erythroblastic anaemia	anaemia
GARD:0000871	beta thalassemia	erythroblastic anemia	anemia
GARD:0000872	beta-ketothiolase deficiency	Mat deficiency	deficiency
GARD:0000873	Bethlem myopathy	Bethlem myopathy 1	myopathy
GARD:0000882	Biemond syndrome type 2	Biemond syndrome 2	syndrome
GARD:0000894	biotinidase deficiency	biotin deficiency	deficiency
GARD:0000897	hypertelorism, microtia, facial clefting syndrome	Bixler syndrome	syndrome
GARD:0000918	Brachymorphism-onychodysplasia-dysphalangism syndrome	Senior syndrome	syndrome
GARD:0000918	Brachymorphism-onychodysplasia-dysphalangism syndrome	bod syndrome	syndrome
GARD:0000932	Böök syndrome	book syndrome	syndrome
GARD:0000936	borjeson-forssman-lehmann syndrome	Borjeson syndrome	syndrome
GARD:0000938	tricho-retino-dento-digital syndrome	Bork syndrome	syndrome
GARD:0000942	diphyllobothriasis	Diphyllobothrium infection	infection
GARD:0000943	botulism	botulism poisoning	botulism
GARD:0000943	botulism	foodborne botulism	botulism
GARD:0000955	elsahy-waters syndrome	brachioskeletogenital syndrome	syndrome
GARD:0000957	Teebi hypertelorism syndrome 1	Brachycephalofrontonasal dysplasia	dysplasia
GARD:0000957	Teebi hypertelorism syndrome 1	Teebi syndrome	syndrome
GARD:0000966	brachydactyly-elbow wrist dysplasia syndrome	liebenberg syndrome	syndrome
GARD:0000967	brachydactyly-arterial hypertension syndrome	Bilginturan syndrome	syndrome
GARD:0000971	brachydactyly-nystagmus-cerebellar ataxia syndrome	Biemond syndrome	syndrome
GARD:0000979	brachydactyly type a2	Brachymesophalangy type 2	type
GARD:0001017	osteogenesis imperfecta	Lobstein disease	disease
GARD:0001017	osteogenesis imperfecta	Vrolik disease	disease
GARD:0001019	brittle cornea syndrome	kyphoscoliosis type	type
GARD:0001030	Brugada syndrome	dream disease	disease
GARD:0001044	buschke-ollendorff syndrome	osteopoikilosis, isolated	isolated
GARD:0001053	limited cutaneous systemic sclerosis	limited scleroderma	scleroderma
GARD:0001057	autosomal recessive limb-girdle muscular dystrophy type 2a	primary calpainopathy	primary
GARD:0001057	autosomal recessive limb-girdle muscular dystrophy type 2a	myositis, eosinophilic	myositis
GARD:0001057	autosomal recessive limb-girdle muscular dystrophy type 2a	myositis, eosinophilic	eosinophilic
GARD:0001061	campomelia, cumming type	Cumming syndrome	syndrome
GARD:0001063	idiopathic camptocormia	idiopathic camptocormism	idiopathic
GARD:0001067	camptodactyly syndrome, guadalajara type 1	faciothoracoskeletal syndrome	syndrome
GARD:0001072	camurati-engelmann disease	diaphyseal dysplasia	dysplasia
GARD:0001072	camurati-engelmann disease	Engelmann disease	disease
GARD:0001076	disseminated candidiasis	systemic candidiasis	systemic
GARD:0001076	disseminated candidiasis	invasive candidiasis	invasive
GARD:0001077	chronic mucocutaneous candidiasis	familial candidiasis	familial
GARD:0001084	capillary leak syndrome	Clarkson disease	disease
GARD:0001093	progressive familial heart block, type 1A	Lenegre disease	disease
GARD:0001093	progressive familial heart block, type 1A	Lev disease	disease
GARD:0001100	Noonan syndrome with multiple lentigines	generalized lentiginosis	generalized
GARD:0001100	Noonan syndrome with multiple lentigines	Moynahan syndrome	syndrome
GARD:0001118	3MC syndrome	oculopalatoskeletal syndrome	syndrome
GARD:0001119	Carney complex	Carney syndrome	syndrome
GARD:0001119	Carney complex	lamb syndrome	syndrome
GARD:0001123	carnitine-acylcarnitine translocase deficiency	cact deficiency	deficiency
GARD:0001130	idiopathic chronic eosinophilic pneumonia	Carrington syndrome	syndrome
GARD:0001141	cataract-ataxia-deafness syndrome	Begeer syndrome	syndrome
GARD:0001160	cataract-glaucoma syndrome	cataract - glaucoma	cataract
GARD:0001199	autosomal recessive spinocerebellar ataxia 2	cerebelloparenchymal disorder 3	disorder
GARD:0001210	craniofacial dysmorphism, skeletal anomalies, and impaired intellectual development 1	cerebrofaciothoracic dysplasia	dysplasia
GARD:0001219	neuronal ceroid lipofuscinosis 1	Santavuori disease	disease
GARD:0001240	Charcot-Marie-Tooth disease X-linked recessive 4	cowchock syndrome	syndrome
GARD:0001292	chondrocalcinosis 2	Pseudogout, familial	familial
GARD:0001292	chondrocalcinosis 2	chondrocalcinosis type 2	type
GARD:0001300	acromesomelic dysplasia 2a	Grebe syndrome	syndrome
GARD:0001300	acromesomelic dysplasia 2a	Grebe dysplasia	dysplasia
GARD:0001301	ellis-van creveld syndrome	Chondroectodermal dysplasia	dysplasia
GARD:0001301	ellis-van creveld syndrome	mesodermic dysplasia	dysplasia
GARD:0001301	ellis-van creveld syndrome	Mesoectodermal dysplasia	dysplasia
GARD:0001303	chordoma	chordoma (disease)	disease
GARD:0001303	chordoma	chordoma, malignant	malignant
GARD:0001303	chordoma	notochordal sarcoma	sarcoma
GARD:0001320	ring chromosome 1	chromosome 1, ring	chromosome
GARD:0001320	ring chromosome 1	chromosome 1, ring	ring
GARD:0001320	ring chromosome 1	Ring 1	ring
GARD:0001320	ring chromosome 1	chromosome 1 ring	chromosome
GARD:0001320	ring chromosome 1	chromosome 1 ring	ring
GARD:0001320	ring chromosome 1	r(1) syndrome	r
GARD:0001320	ring chromosome 1	r(1) syndrome	syndrome
GARD:0001322	ring chromosome 10	Ring 10	ring
GARD:0001322	ring chromosome 10	chromosome 10 ring	chromosome
GARD:0001322	ring chromosome 10	chromosome 10 ring	ring
GARD:0001325	ring chromosome 12	chromosome 12 ring	chromosome
GARD:0001325	ring chromosome 12	chromosome 12 ring	ring
GARD:0001325	ring chromosome 12	Ring 12	ring
GARD:0001327	mosaic trisomy 14	trisomy 14 mosaicism	trisomy
GARD:0001327	mosaic trisomy 14	trisomy 14 mosaicism	mosaicism
GARD:0001328	ring chromosome 15	chromosome 15 ring	chromosome
GARD:0001328	ring chromosome 15	chromosome 15 ring	ring
GARD:0001328	ring chromosome 15	Ring 15	ring
GARD:0001333	ring chromosome 19	chromosome 19 ring	chromosome
GARD:0001333	ring chromosome 19	chromosome 19 ring	ring
GARD:0001333	ring chromosome 19	Ring 19	ring
GARD:0001334	ring chromosome 20	chromosome 20 ring	chromosome
GARD:0001334	ring chromosome 20	chromosome 20 ring	ring
GARD:0001334	ring chromosome 20	ring 20	ring
GARD:0001336	ring chromosome 22	Ring 22	ring
GARD:0001336	ring chromosome 22	chromosome 22 ring	chromosome
GARD:0001336	ring chromosome 22	chromosome 22 ring	ring
GARD:0001336	ring chromosome 22	r(22) syndrome	r
GARD:0001336	ring chromosome 22	r(22) syndrome	syndrome
GARD:0001339	ring chromosome 4	r(4) syndrome	r
GARD:0001339	ring chromosome 4	r(4) syndrome	syndrome
GARD:0001339	ring chromosome 4	Ring 4	ring
GARD:0001339	ring chromosome 4	rose cluster 4	rose
GARD:0001339	ring chromosome 4	rose cluster 4	cluster
GARD:0001339	ring chromosome 4	chromosome 4 ring	chromosome
GARD:0001339	ring chromosome 4	chromosome 4 ring	ring
GARD:0001339	ring chromosome 4	syndrome r(4)	syndrome
GARD:0001339	ring chromosome 4	syndrome r(4)	r
GARD:0001345	ring chromosome 7	chromosome 7 ring	chromosome
GARD:0001345	ring chromosome 7	chromosome 7 ring	ring
GARD:0001345	ring chromosome 7	rose cluster 7	rose
GARD:0001345	ring chromosome 7	rose cluster 7	cluster
GARD:0001345	ring chromosome 7	Ring 7	ring
GARD:0001347	chromosome 8-derived supernumerary ring/marker	Ring 8	ring
GARD:0001347	chromosome 8-derived supernumerary ring/marker	rose cluster 8	rose
GARD:0001347	chromosome 8-derived supernumerary ring/marker	rose cluster 8	cluster
GARD:0001347	chromosome 8-derived supernumerary ring/marker	r(8) syndrome	r
GARD:0001347	chromosome 8-derived supernumerary ring/marker	r(8) syndrome	syndrome
GARD:0001347	chromosome 8-derived supernumerary ring/marker	chromosome 8 ring	chromosome
GARD:0001347	chromosome 8-derived supernumerary ring/marker	chromosome 8 ring	ring
GARD:0001347	chromosome 8-derived supernumerary ring/marker	ring chromosome 8	ring
GARD:0001347	chromosome 8-derived supernumerary ring/marker	ring chromosome 8	chromosome
GARD:0001348	ring chromosome 9	Ring 9	ring
GARD:0001348	ring chromosome 9	chromosome 9 ring	chromosome
GARD:0001348	ring chromosome 9	chromosome 9 ring	ring
GARD:0001358	intellectual disability-myopathy-short stature-endocrine defect syndrome	Chudley syndrome	syndrome
GARD:0001391	cleft palate-lateral synechia syndrome	cpls syndrome	syndrome
GARD:0001410	COACH syndrome	gentile syndrome	syndrome
GARD:0001418	codas syndrome	cerebrooculodentoauriculoskeletal syndrome	syndrome
GARD:0001437	coloboma of macula-brachydactyly type b syndrome	Sorsby syndrome	syndrome
GARD:0001437	coloboma of macula-brachydactyly type b syndrome	apical dystrophy	dystrophy
GARD:0001443	anophthalmia/microphthalmia-esophageal atresia syndrome	Aeg syndrome	syndrome
GARD:0001443	anophthalmia/microphthalmia-esophageal atresia syndrome	microphthalmia, syndromic 3	microphthalmia
GARD:0001443	anophthalmia/microphthalmia-esophageal atresia syndrome	microphthalmia, syndromic 3	syndromic
GARD:0001446	colonic atresia	colon atresia	atresia
GARD:0001465	congenital lipoid adrenal hyperplasia due to star deficency	adrenal hyperplasia 1	adrenal
GARD:0001465	congenital lipoid adrenal hyperplasia due to star deficency	adrenal hyperplasia 1	hyperplasia
GARD:0001467	congenital adrenal hyperplasia	adrenogenital disorder	disorder
GARD:0001467	congenital adrenal hyperplasia	adrenogenital syndrome	syndrome
GARD:0001467	congenital adrenal hyperplasia	adrenal hyperplasia	adrenal
GARD:0001467	congenital adrenal hyperplasia	adrenal hyperplasia	hyperplasia
GARD:0001469	congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency	adrenal hyperplasia 5	adrenal
