GardID	Name	Synonym	Matched Term
GARD:0001218	neuronal ceroid lipofuscinosis 10	CLN10 disease	disease
GARD:0001219	neuronal ceroid lipofuscinosis 1	CLN1 disease	disease
GARD:0001219	neuronal ceroid lipofuscinosis 1	congenital NCL	congenital
GARD:0001220	neuronal ceroid lipofuscinosis 7	CLN7 disease	disease
GARD:0001222	ceroid lipofuscinosis, neuronal, 4 (kufs type)	CLN4B	b
GARD:0001223	neuronal ceroid lipofuscinosis 5	CLN5 disease	disease
GARD:0001224	ceroid lipofuscinosis, neuronal, 6a	CLN6 disease	disease
GARD:0001224	ceroid lipofuscinosis, neuronal, 6a	CLN6A	a
GARD:0001240	Charcot-Marie-Tooth disease X-linked recessive 4	CMT4X	x
GARD:0001244	Charcot-Marie-Tooth disease X-linked recessive 3	CMT3X	x
GARD:0001245	Charcot-Marie-Tooth disease type 1A	microduplication 17p12	p
GARD:0001245	Charcot-Marie-Tooth disease type 1A	CMT 1A	a
GARD:0001245	Charcot-Marie-Tooth disease type 1A	CMT1A	a
GARD:0001245	Charcot-Marie-Tooth disease type 1A	HMSN1A	a
GARD:0001245	Charcot-Marie-Tooth disease type 1A	HMSN 1A	a
GARD:0001246	Charcot-Marie-Tooth disease type 1B	CMT1B	b
GARD:0001246	Charcot-Marie-Tooth disease type 1B	HMSN1B	b
GARD:0001246	Charcot-Marie-Tooth disease type 1B	CMT 1B	b
GARD:0001246	Charcot-Marie-Tooth disease type 1B	HMSN 1B	b
GARD:0001247	Charcot-Marie-Tooth disease type 1C	HMSN1C	c
GARD:0001247	Charcot-Marie-Tooth disease type 1C	CMT1C	c
GARD:0001247	Charcot-Marie-Tooth disease type 1C	HMSN 1C	c
GARD:0001247	Charcot-Marie-Tooth disease type 1C	CMT 1C	c
GARD:0001248	Charcot-Marie-Tooth disease type 2A1	CMT 2A	a
GARD:0001248	Charcot-Marie-Tooth disease type 2A1	CMT2A1	a
GARD:0001248	Charcot-Marie-Tooth disease type 2A1	HMSN2A1	a
GARD:0001248	Charcot-Marie-Tooth disease type 2A1	CMT2A	a
GARD:0001249	Charcot-Marie-Tooth disease type 2B2	CMT 2B2	b
GARD:0001249	Charcot-Marie-Tooth disease type 2B2	CMT2B2	b
GARD:0001249	Charcot-Marie-Tooth disease type 2B2	arcmt2b	b
GARD:0001250	Charcot-Marie-Tooth disease axonal type 2C	CMT2C	c
GARD:0001250	Charcot-Marie-Tooth disease axonal type 2C	HMSN 2 C	c
GARD:0001250	Charcot-Marie-Tooth disease axonal type 2C	HMSN 2C	c
GARD:0001250	Charcot-Marie-Tooth disease axonal type 2C	CMT 2C	c
GARD:0001250	Charcot-Marie-Tooth disease axonal type 2C	HMSN2C	c
GARD:0001251	Charcot-Marie-Tooth disease type 2D	CMT 2D	d
GARD:0001251	Charcot-Marie-Tooth disease type 2D	CMT2D	d
GARD:0001252	Charcot-Marie-Tooth disease type 4A	CMT4A	a
GARD:0001253	Charcot-Marie-Tooth disease type 4B1	CMT 4B	b
GARD:0001253	Charcot-Marie-Tooth disease type 4B1	CMT4B1	b
GARD:0001253	Charcot-Marie-Tooth disease type 4B1	CMT 4B1	b
GARD:0001258	Charcot-Marie-Tooth disease X-linked dominant 1	CMT1X	x
GARD:0001258	Charcot-Marie-Tooth disease X-linked dominant 1	CMT2, formerly	formerly
GARD:0001288	progressive familial intrahepatic cholestasis type 2	BSEP deficiency	deficiency
GARD:0001289	progressive familial intrahepatic cholestasis type 3	mdr3 deficiency	deficiency
GARD:0001292	chondrocalcinosis 2	familial CC	familial
GARD:0001292	chondrocalcinosis 2	familial CPPD	familial
GARD:0001292	chondrocalcinosis 2	hereditary CC	hereditary
GARD:0001323	distal monosomy 10p	10p monosomy	p
GARD:0001323	distal monosomy 10p	deletion 10p	deletion
GARD:0001323	distal monosomy 10p	deletion 10p	p
GARD:0001323	distal monosomy 10p	monosomy 10p	p
GARD:0001323	distal monosomy 10p	10p deletion	p
GARD:0001323	distal monosomy 10p	10p deletion	deletion
GARD:0001340	partial deletion of the long arm of chromosome 4	deletion 4q	deletion
GARD:0001340	partial deletion of the long arm of chromosome 4	deletion 4q	q
GARD:0001340	partial deletion of the long arm of chromosome 4	monosomy 4q	q
GARD:0001340	partial deletion of the long arm of chromosome 4	4q deletion	q
GARD:0001340	partial deletion of the long arm of chromosome 4	4q deletion	deletion
GARD:0001340	partial deletion of the long arm of chromosome 4	4q monosomy	q
GARD:0001346	partial deletion of the short arm of chromosome 7	deletion 7p	deletion
GARD:0001346	partial deletion of the short arm of chromosome 7	deletion 7p	p
GARD:0001346	partial deletion of the short arm of chromosome 7	monosomy 7p	p
GARD:0001346	partial deletion of the short arm of chromosome 7	7p monosomy	p
GARD:0001346	partial deletion of the short arm of chromosome 7	7p deletion	p
GARD:0001346	partial deletion of the short arm of chromosome 7	7p deletion	deletion
GARD:0001356	cinca syndrome	NOMID syndrome	syndrome
GARD:0001356	cinca syndrome	IOMID syndrome	syndrome
GARD:0001369	tibial aplasia-ectrodactyly syndrome	TH-SHFM	th
GARD:0001369	tibial aplasia-ectrodactyly syndrome	SHFLD syndrome	syndrome
GARD:0001410	COACH syndrome	JS-H	h
GARD:0001452	complement component 2 deficiency	C2 deficiency	c
GARD:0001452	complement component 2 deficiency	C2 deficiency	deficiency
GARD:0001462	X-linked cone-rod dystrophy 2	COD2	cod
GARD:0001467	congenital adrenal hyperplasia	lipoid CAH	lipoid
GARD:0001513	continuous spikes and waves during sleep	LK syndrome	syndrome
GARD:0001513	continuous spikes and waves during sleep	CSWSS syndrome	syndrome
GARD:0001531	Stern-Lubinsky-Durrie syndrome	CORNEODERMATOOSSEOUS syndrome	syndrome
GARD:0001550	Costello syndrome	FCS syndrome	syndrome
GARD:0001620	cryptogenic organizing pneumonia	idiopathic BOOP	idiopathic
GARD:0001638	autosomal recessive cutis laxa type 2a	ARCL2A	a
GARD:0001641	autosomal recessive cutis laxa type 2b	ARCL2B	b
GARD:0001697	autosomal recessive nonsyndromic hearing loss 1A	DFNB1A	a
GARD:0001804	Dent disease type 1	DENT disease 1	dent
GARD:0001804	Dent disease type 1	DENT disease 1	disease
GARD:0001807	dentin dysplasia type i	DD-I	i
GARD:0001850	immune dysregulation-polyendocrinopathy-enteropathy-x-linked syndrome	IPEX syndrome	syndrome
GARD:0001851	diastematomyelia	SCM type 1	type
GARD:0001874	hemolytic anemia due to diphosphoglycerate mutase deficiency	BPGM deficiency	deficiency
GARD:0001874	hemolytic anemia due to diphosphoglycerate mutase deficiency	DPGM deficiency	deficiency
GARD:0001899	donnai-barrow syndrome	FOAR syndrome	syndrome
GARD:0001902	TH-deficient dopa-responsive dystonia	DYT5b	b
GARD:0001910	double uterus-hemivagina-renal agenesis syndrome	OHVIRA syndrome	syndrome
GARD:0001926	partial duplication of the long arm of chromosome 12	trisomy 12q	trisomy
GARD:0001926	partial duplication of the long arm of chromosome 12	trisomy 12q	q
GARD:0001926	partial duplication of the long arm of chromosome 12	12q trisomy	q
GARD:0001926	partial duplication of the long arm of chromosome 12	12q trisomy	trisomy
GARD:0001926	partial duplication of the long arm of chromosome 12	Duplication 12q	duplication
GARD:0001926	partial duplication of the long arm of chromosome 12	Duplication 12q	q
GARD:0001926	partial duplication of the long arm of chromosome 12	12q duplication	q
GARD:0001926	partial duplication of the long arm of chromosome 12	12q duplication	duplication
GARD:0001998	cerebellar ataxia, intellectual disability, and dysequilibrium	CAMRQ syndrome	syndrome
GARD:0002000	congenital dyserythropoietic anemia type 1	CDA type 1	type
GARD:0002000	congenital dyserythropoietic anemia type 1	CDA I	i
GARD:0002001	congenital dyserythropoietic anemia type 2	CDA type 2	type
GARD:0002002	congenital dyserythropoietic anemia type 3	CDA type 3	type
GARD:0002027	early-onset generalized limb-onset dystonia	dystonia-1, torsion	torsion
GARD:0002045	ectodermal dysplasia-blindness syndrome	RODRIGUES blindness	blindness
GARD:0002048	autosomal dominant hypohidrotic ectodermal dysplasia	AD-HED	ad
GARD:0002049	hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome	HEDH syndrome	syndrome
GARD:0002057	autosomal recessive hypohidrotic ectodermal dysplasia	AR-HED	ar
GARD:0002068	ectrodactyly-polydactyly syndrome	ectrodactyly-polydactyly	ectrodactyly
GARD:0002068	ectrodactyly-polydactyly syndrome	ectrodactyly-polydactyly	polydactyly
GARD:0002071	blepharocheilodontic syndrome	BCD syndrome	syndrome
GARD:0002076	EEC syndrome	RUDIGER syndrome	syndrome
GARD:0002082	Ehlers-Danlos syndrome, vascular type	EDS4 (formerly)	formerly
GARD:0002082	Ehlers-Danlos syndrome, vascular type	EDS type 4	type
GARD:0002082	Ehlers-Danlos syndrome, vascular type	vascular EDS	vascular
GARD:0002084	Ehlers-Danlos syndrome, arthrochalasia type	EDS 7A	a
GARD:0002084	Ehlers-Danlos syndrome, arthrochalasia type	EDS 7B	b
GARD:0002089	ehlers-danlos syndrome, dermatosparaxis type	EDS 7C	c
GARD:0002089	ehlers-danlos syndrome, dermatosparaxis type	EDS7C	c
GARD:0002139	generalized dominant dystrophic epidermolysis bullosa	DDEB, generalized	generalized
GARD:0002139	generalized dominant dystrophic epidermolysis bullosa	DDEB-gen	gen
GARD:0002143	junctional epidermolysis bullosa inversa	JEB-I	i
GARD:0002143	junctional epidermolysis bullosa inversa	inverse JEB	inverse
GARD:0002143	junctional epidermolysis bullosa inversa	EBJ-I	i
GARD:0002147	epidermolysis bullosa simplex 1b, generalized intermediate	EBS-K	k
GARD:0002147	epidermolysis bullosa simplex 1b, generalized intermediate	EBS, generalized	generalized
GARD:0002147	epidermolysis bullosa simplex 1b, generalized intermediate	generalized EBS	generalized
GARD:0002148	pidermolysis bullosa simplex 5A, Ogna type	EBS-O	o
GARD:0002148	pidermolysis bullosa simplex 5A, Ogna type	EBS-Og	og
GARD:0002153	junctional epidermolysis bullosa Herlitz type	JEB-H	h
GARD:0002155	pretibial dystrophic epidermolysis bullosa	DEB-Pt	deb
GARD:0002155	pretibial dystrophic epidermolysis bullosa	pretibial DEB	pretibial
GARD:0002155	pretibial dystrophic epidermolysis bullosa	pretibial DEB	deb
GARD:0002167	progressive myoclonic epilepsy type 3	PME type 3	type
GARD:0002168	epilepsy-telangiectasia syndrome	epilepsy-telangiectasia	epilepsy
GARD:0002168	epilepsy-telangiectasia syndrome	epilepsy-telangiectasia	telangiectasia
GARD:0002191	complement component 5 deficiency	C5 deficiency	c
GARD:0002191	complement component 5 deficiency	C5 deficiency	deficiency
GARD:0002198	ethylmalonic encephalopathy	EPEMA syndrome	syndrome
GARD:0002205	exostoses, multiple, type 2	EXT2 Gene	gene
GARD:0002207	exstrophy-epispadias complex	OEIS complex	complex
GARD:0002207	exstrophy-epispadias complex	OEIS syndrome	syndrome
GARD:0002238	congenital factor vii deficiency	F7 deficiency	f
GARD:0002238	congenital factor vii deficiency	F7 deficiency	deficiency
GARD:0002249	familial thoracic aortic aneurysm and aortic dissection	familial TAAD	familial
GARD:0002268	glycogen storage disease due to glut2 deficiency	GLUT2 deficiency	glut
GARD:0002268	glycogen storage disease due to glut2 deficiency	GLUT2 deficiency	deficiency
GARD:0002268	glycogen storage disease due to glut2 deficiency	GSD type 11	type
GARD:0002286	femur-fibula-ulna complex	FFU complex	complex
GARD:0002317	fg syndrome 1	FG syndrome	syndrome
GARD:0002378	FRAXE intellectual disability	FRAXE syndrome	syndrome
GARD:0002400	fructose-1,6-bisphosphatase deficiency	FBP1D	d
GARD:0002422	galactokinase deficiency	GALK-D	d
GARD:0002429	autosomal recessive limb-girdle muscular dystrophy type 2c	gamma-sarcoglycanopathy	gamma
GARD:0002429	autosomal recessive limb-girdle muscular dystrophy type 2c	LGMD2C	c
GARD:0002437	digestive system neuroendocrine neoplasm	GEP-NET	net
GARD:0002441	Gaucher disease type I	GD I	i
GARD:0002452	Weill-Marchesani syndrome 2, dominant	GEMSS syndrome	syndrome
GARD:0002460	genito-palato-cardiac syndrome	GENITOPALATOCARDIAC syndrome	syndrome
GARD:0002484	glaucoma type 1C	GLC1C	c
GARD:0002490	glaucoma 3, primary infantile, b	GLC3B	b
GARD:0002513	glycogen storage disorder due to hepatic glycogen synthase deficiency	GSD 0A	a
GARD:0002513	glycogen storage disorder due to hepatic glycogen synthase deficiency	GSD0A	a
GARD:0002513	glycogen storage disorder due to hepatic glycogen synthase deficiency	liver GSD 0	liver
GARD:0002515	glycogen storage disease ib	gsd1c	c
GARD:0002515	glycogen storage disease ib	GSD1B	b
GARD:0002520	glycogen storage disease due to glycogen branching enzyme deficiency	GSD type 4	type
GARD:0002520	glycogen storage disease due to glycogen branching enzyme deficiency	Gbe1 deficiency	deficiency
GARD:0002572	myhre syndrome	LAPS syndrome	syndrome
GARD:0002578	guanidinoacetate methyltransferase deficiency	GAMT deficiency	deficiency
GARD:0002594	hand-foot-genital syndrome	HFG syndrome	syndrome
GARD:0002594	hand-foot-genital syndrome	HFU syndrome	syndrome
GARD:0002610	progressive familial heart block type IB	PFHB1B	b
GARD:0002622	fibular aplasia, tibial campomelia, and oligosyndactyly syndrome	FATCO syndrome	syndrome
GARD:0002630	isolated hemihyperplasia	hemi-3 syndrome	syndrome
GARD:0002651	liver mesenchymal hamartoma	liver MH	liver
GARD:0002684	congenital high-molecular-weight kininogen deficiency	HMWK deficiency	deficiency
GARD:0002712	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	Hmgcs2 deficiency	deficiency
GARD:0002712	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	HMGCS2D	d
GARD:0002721	holocarboxylase synthetase deficiency	HLCS deficiency	deficiency
GARD:0002725	Hartsfield-Bixler-Demyer syndrome	HARTSFIELD syndrome	syndrome
GARD:0002734	homocystinuria due to methylene tetrahydrofolate reductase deficiency	MTHFR deficiency	deficiency
GARD:0002790	glucocorticoid-remediable aldosteronism	FH-I	i
GARD:0002796	familial hypocalciuric hypercalcemia 1	FHH type 1	type
GARD:0002816	combined immunodeficiency due to dock8 deficiency	AR-HIES	ar
GARD:0002816	combined immunodeficiency due to dock8 deficiency	DOCK8 deficiency	dock
GARD:0002816	combined immunodeficiency due to dock8 deficiency	DOCK8 deficiency	deficiency
GARD:0002830	ornithine translocase deficiency	ORNT1 deficiency	deficiency
GARD:0002843	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	CADH deficiency	deficiency
GARD:0002843	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	PCBD1 deficiency	deficiency
GARD:0002843	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	HPABH4D	d
GARD:0002843	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	PCBD deficiency	deficiency
GARD:0002843	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	PCD deficiency	deficiency
GARD:0002844	GTP cyclohydrolase I deficiency with hyperphenylalaninemia	HPABH4B	b
GARD:0002844	GTP cyclohydrolase I deficiency with hyperphenylalaninemia	GTPCH deficiency	deficiency
GARD:0002858	familial hyperthyroidism due to mutations in tsh receptor	hyperthyroidism, NONAUTOIMMUNE	hyperthyroidism
GARD:0002877	autosomal dominant hypocalcemia	AD hypocalcemia	ad
GARD:0002877	autosomal dominant hypocalcemia	AD hypocalcemia	hypocalcemia
GARD:0002878	familial hypocalciuric hypercalcemia 3	FHH type 3	type
GARD:0002911	hypoparathyroidism-deafness-renal disease syndrome	HDR syndrome	syndrome
GARD:0002943	hypoxanthine-guanine phosphoribosyltransferase deficiency	HPRT deficiency	deficiency
GARD:0002943	hypoxanthine-guanine phosphoribosyltransferase deficiency	HPRT1 deficiency	deficiency
GARD:0002945	immunodeficiency-centromeric instability-facial anomalies syndrome	ICF syndrome	syndrome
GARD:0002978	anterior segment dysgenesis 3	IRID1	irid
GARD:0002978	anterior segment dysgenesis 3	IGDA syndrome	syndrome
GARD:0003011	Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency	IFNGR1 deficiency	deficiency
GARD:0003020	arteriovenous malformations of the brain	intracranial AVM	intracranial
GARD:0003026	anterior segment dysgenesis 4	IRID2	irid
GARD:0003045	neuronal ceroid lipofuscinosis 2	CLN2 disease	disease
GARD:0003054	joint laxity, familial	EDS11, formerly	formerly
