date,version,copyright,dbserver,FullName,lang,ShortIdentifier,LegalCode,count,id,OrphaCode,ExpertLink,lang2,Name,lang3,count4,id5,OrphaCode6,Name7,lang8,id9,cycle,id10,Name11,lang12
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17601,166024,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166024,en,"Multiple epiphyseal dysplasia, Al-Gazali type",en,1,12333,93419,Rare bone disease,en,17601,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,2,58,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=58,en,Alexander disease,en,1,13024,98006,Rare neurologic disease,en,2,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17603,166032,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166032,en,"Multiple epiphyseal dysplasia, with miniepiphyses",en,1,12333,93419,Rare bone disease,en,17603,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,3,61,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=61,en,Alpha-mannosidosis,en,1,10507,68367,Rare inborn errors of metabolism,en,3,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17602,166029,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166029,en,"Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia",en,1,12333,93419,Rare bone disease,en,17602,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17605,166038,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166038,en,"Metaphyseal chondrodysplasia, Kaitila type",en,1,12333,93419,Rare bone disease,en,17605,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,5,93,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=93,en,Aspartylglucosaminuria,en,1,10507,68367,Rare inborn errors of metabolism,en,5,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17604,166035,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166035,en,Brachydactyly-short stature-retinitis pigmentosa syndrome,en,1,12333,93419,Rare bone disease,en,17604,TRUE,21485,http://www.orpha.net/ORDO/Orphanet_2300,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,6,585,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=585,en,Multiple sulfatase deficiency,en,1,10507,68367,Rare inborn errors of metabolism,en,6,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,7,118,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=118,en,Beta-mannosidosis,en,1,10507,68367,Rare inborn errors of metabolism,en,7,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,8,141,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=141,en,Canavan disease,en,1,13024,98006,Rare neurologic disease,en,8,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17608,166063,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166063,en,Pontocerebellar hypoplasia type 4,en,1,12469,93890,Rare developmental defect during embryogenesis,en,17608,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17611,166078,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166078,en,Von Willebrand disease type 1,en,1,13010,97992,Rare hematologic disease,en,17611,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17610,166073,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166073,en,Pontocerebellar hypoplasia type 6,en,1,12469,93890,Rare developmental defect during embryogenesis,en,17610,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,11,213,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=213,en,Cystinosis,en,1,10507,68367,Rare inborn errors of metabolism,en,11,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17613,166084,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166084,en,Von Willebrand disease type 2A,en,1,13010,97992,Rare hematologic disease,en,17613,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,12,333,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=333,en,Farber disease,en,1,10507,68367,Rare inborn errors of metabolism,en,12,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17612,166081,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166081,en,Von Willebrand disease type 2,en,1,13010,97992,Rare hematologic disease,en,17612,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,13,349,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=349,en,Fucosidosis,en,1,10507,68367,Rare inborn errors of metabolism,en,13,TRUE,21485,Preferential parent,en
6/21/23 18:13,1.3.25 / 4.1.7 [2023-04-17] (orientdb version),Orphanet (c) 2023,jdbc:sybase:Tds:canard.orpha.net:2020,Creative Commons Attribution 4.0 International,en,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/legalcode,7325,17615,166090,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=166090,en,Von Willebrand disease type 2M,en,1,13010,97992,Rare hematologic disease,en,17615,TRUE,21485,Preferential parent,en
